disclosure_date,code,company_name,title
2026-08-05,90060,京急,2027年３月期第１四半期 決算補足説明資料
2026-08-05,90060,京急,株式報酬制度に係る追加拠出に伴う自己株式の処分に関するお知らせ
2026-08-05,90100,富士急,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-05,90100,富士急,自己株式の取得枠設定に関するお知らせ
2026-08-05,90120,秩父鉄道,株主優待制度の一部変更に関するお知らせ
2026-08-05,90210,ＪＲ西,2027年３月期 第１四半期決算短信〔日本基準〕(連結)
2026-08-05,90210,ＪＲ西,2026年度 第１四半期決算について
2026-08-05,90210,ＪＲ西,2027年3月期第1四半期決算説明会
2026-08-05,90270,ロジネットＪ,2027年３月期第１四半期決算短信〔日本基準〕（連結）
2026-08-05,90270,ロジネットＪ,2027年３月期 第１四半期決算説明資料
2026-08-05,90900,ＡＺ－ＣＯＭ丸和ＨＤ,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-05,90900,ＡＺ－ＣＯＭ丸和ＨＤ,2027年3月期 第１四半期 決算補足資料
2026-08-05,90900,ＡＺ－ＣＯＭ丸和ＨＤ,非上場の親会社等（その他の関係会社）の決算に関するお知らせ
2026-08-05,91010,郵船,2027年3月期 第1四半期決算短信〔日本基準〕（連結）
2026-08-05,91010,郵船,2027年３月期 配当予想の修正に関するお知らせ
2026-08-05,91270,玉井商船,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-05,91270,玉井商船,業績予想の修正及び配当予想の修正（増配）に関するお知らせ
2026-08-05,91300,共栄タンカー,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-05,91300,共栄タンカー,第２四半期（中間期）累計期間及び通期連結業績予想の修正に関するお知らせ
2026-08-05,91470,ＮＸＨＤ,自己株式の取得状況に関するお知らせ
2026-08-05,91660,Ｇ－ＧＥＮＤＡ,当社及び株式会社LDH JAPANによる合弁会社の設立に関するお知らせ
2026-08-05,92020,ＡＮＡ,自己株式の取得状況に関するお知らせ
2026-08-05,92510,Ｇ－ＡＢ＆Ｃ,国内店舗月次営業速報（2026年７月）のお知らせ
2026-08-05,92790,ギフトＨＤ,2026年10月期７月度_直営店売上速報についてのお知らせ
2026-08-05,92820,Ｉ－いちごグリーン,太陽光発電所月次発電実績（2026年7月）のお知らせ
2026-08-05,93270,イー・ロジット,新株予約権の譲渡承認に関するお知らせ
2026-08-05,93470,日本管財ＨＤ,2027年3月期第1四半期決算短信〔日本基準〕（連結）
2026-08-05,94020,中部日本放送,2027年３月期第１四半期決算短信〔日本基準〕（連結）
2026-08-05,94020,中部日本放送,2027年３月期第１四半期 決算説明資料
2026-08-05,94050,朝日放送グループＨＤ,2027年３月期 第１四半期 決算短信〔日本基準〕(連結)
2026-08-05,94050,朝日放送グループＨＤ,2027年３月期 第１四半期 決算補足資料
2026-08-05,94120,スカパーＪＳＡＴ,2027年3月期第１四半期期決算決算短信〔日本基準〕(連結)
2026-08-05,94120,スカパーＪＳＡＴ,2027年3月期第１四半期決算短信補足資料
2026-08-05,94120,スカパーＪＳＡＴ,2027年3月期第１四半期決算説明会資料
2026-08-05,94490,ＧＭＯ,自己株式の取得状況に関するお知らせ
2026-08-05,95040,中国電力,2027年３月期 第１四半期決算短信〔日本基準〕(連結)（公認会計士等による期中レビューの完了）
2026-08-05,95330,東邦瓦斯,自己株式の取得状況に関するお知らせ
2026-08-05,95430,静岡ガス,2026年12月期 第2四半期（中間期）決算短信〔日本基準〕(連結)
2026-08-05,95430,静岡ガス,期末配当予想の修正（増配）に関するお知らせ
2026-08-05,95430,静岡ガス,2026年12月期 第2四半期決算 補足説明資料
2026-08-05,96190,イチネンＨＤ,業績予想の修正および特別利益（負ののれん発生益）の計上に関するお知らせ
2026-08-05,96190,イチネンＨＤ,2027年３月期 第１四半期決算短信〔日本短信〕（連結）
2026-08-05,96190,イチネンＨＤ,当社の組織改編および役員・幹部社員の異動並びに連結子会社の役員異動に関するお知らせ
2026-08-05,96190,イチネンＨＤ,2026年８月版会社説明会用資料（決算補足説明資料）
2026-08-05,96980,クレオ,自己株式取得の取得状況に関するお知らせ（会社法第459 条第1 項の規定による定款の定めに基づく自己株式の取得）
2026-08-05,97130,ロイヤルホテル,2027年3月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-05,97130,ロイヤルホテル,ホテル運営事業における基本合意書締結のお知らせ
2026-08-05,97150,トランスコスモス,2027年3月期 第1四半期決算短信〔日本基準〕（連結）（公認会計士等による期中レビューの完了）
2026-08-05,98160,ストライダーズ,2027年３月期 第1四半期決算説明資料
2026-08-05,98370,モリト,自己株式の取得状況に関するお知らせ
2026-08-05,98760,コックス,2027年２月期 ７月度 月次売上高前年比速報のお知らせ
2026-08-05,98820,イエローハット,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ
2026-08-05,98850,シャルレ,自己株式の取得状況に関するお知らせ
2026-08-05,99130,日邦産業,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-06,13264,Ｅ－ワールド,SPDRゴールド・シェアに関する日々の開示事項
2026-08-06,13294,Ｅ－ブラックロック,上場ETF（管理会社：ブラックロック・ジャパン）に関する日々の開示事項
2026-08-06,13320,ニッスイ,2027年３月期 第１四半期決算短信〔日本基準〕(連結)
2026-08-06,13320,ニッスイ,2027年３月期 第１四半期決算短信補足資料
2026-08-06,13320,ニッスイ,（訂正）「2026年３月期 決算短信補足資料」の一部訂正について
2026-08-06,13430,ＮＦＪ－ＲＥＩＴ,ETFの収益分配金見込額のお知らせ
2026-08-06,13494,Ｅ－ＳＳＧＡ－ＳＩＮ,アジア国債・公債ＥＴＦ（正式名称：ＡＢＦ汎アジア債券インデックス・ファンド）に関する日々の開示事項
2026-08-06,13750,ユキグニファクトリー,2027年３月期 第１四半期決算短信〔ＩＦＲＳ〕（連結）
2026-08-06,13750,ユキグニファクトリー,2027年3月期第1四半期 決算説明資料
2026-08-06,13820,ホーブ,業績予想の修正に関するお知らせ
2026-08-06,15150,日鉄鉱,2027年３月期 第１四半期決算短信〔日本基準〕(連結)
2026-08-06,15150,日鉄鉱,2026年度（2027年3月期）第1四半期 決算説明資料
2026-08-06,15450,ナスダックヘッジ無,ETFの収益分配金見込額のお知らせ
2026-08-06,15460,ダウヘッジ無,ETFの収益分配金見込額のお知らせ
2026-08-06,15574,Ｅ－ＳＳＧＡＴＣ,State Street SPDR S&P500 ETFに関する日々の開示事項
2026-08-06,15590,ＮＦタイ株,ETFの収益分配金見込額のお知らせ
2026-08-06,15600,ＮＦマレーシア株,ETFの収益分配金見込額のお知らせ
2026-08-06,15960,ＮＺＡＭ Ｅｘ―Ｆ,弊社ＥＴＦの基準価額と市場価格の重要な乖離についてのお知らせ
2026-08-06,16510,ｉＦ高配当４０,iFreeETFの収益分配金見込額のお知らせ
2026-08-06,16620,石油資源,特別利益（投資有価証券売却益）の計上見込みについて
2026-08-06,16620,石油資源,業績予想の修正に関するお知らせ
2026-08-06,16620,石油資源,2027年3月期第1四半期決算説明資料
2026-08-06,16620,石油資源,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,16620,石油資源,米国タイトオイル・ガス資産の取得および連結子会社（孫会社）の異動に関するお知らせ
2026-08-06,166A0,タスキＨＤ,2026年９月期第３四半期決算発表後の質疑応答について
2026-08-06,16714,Ｅ－シンプレクス,上場ＥＴＦ(管理会社：シンプレクス・アセット・マネジメント)に関する日々の開示事項
2026-08-06,16724,Ｅ－ＷｉｓｄｏｍＴｒ,上場ETF（管理会社：WisdomTree、外国投資法人：MSL）に関する日々の開示事項
2026-08-06,16724,Ｅ－ＷｉｓｄｏｍＴｒ,上場ETF（管理会社：WisdomTree、外国投資法人：CSL）に関する日々の開示事項
2026-08-06,16770,上場外債,ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,16780,ＮＦインド株,ETFの収益分配金見込額のお知らせ
2026-08-06,17800,ヤマウラ,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,17800,ヤマウラ,2027年３月期 第１四半期決算説明資料
2026-08-06,17930,大本組,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ
2026-08-06,18010,大成建,2027年3月期 第1四半期決算短信〔日本基準〕（連結）
2026-08-06,18070,佐藤渡辺,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,18070,佐藤渡辺,自己株式の取得および自己株式立会外買付取引（ToSTNeT-3）による自己株式の買付けに関するお知らせ
2026-08-06,18070,佐藤渡辺,完全子会社の吸収合併（簡易合併・略式合併）に関するお知らせ
2026-08-06,18080,長谷工,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,18080,長谷工,2027年３月期 第１四半期決算説明資料
2026-08-06,18080,長谷工,株式給付信託（BBT）及び株式給付型ESOPへの追加拠出に伴う第三者割当による自己株式の処分に関するお知らせ
2026-08-06,18130,不動テトラ,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-06,18150,鉄建建設,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,181A0,ＭＸ米債１－３ヘ無,ＭＡＸＩＳ ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,18260,佐田建,2027年３月期 第１四半期決算短信[日本基準]（連結）
2026-08-06,182A0,ＭＸ米債２０超ヘ無,ＭＡＸＩＳ ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,18350,東鉄工,2027年３月期 第１四半期決算短信〔日本基準〕(連結)
2026-08-06,183A0,ＭＸ米債２０超ヘ有,ＭＡＸＩＳ ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,18520,浅沼組,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,18520,浅沼組,2027年３月期 第１四半期決算補足資料
2026-08-06,18520,浅沼組,自己株式の取得に係る事項の決定及び自己株式の消却に係る事項の決定に関するお知らせ
2026-08-06,18660,北野建,令和９年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,18660,北野建,執行役員の異動に関するお知らせ
2026-08-06,18710,ピーエス,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,18850,東亜建,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-06,18880,若築建,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,18990,福田組,自己株式立会外買付取引（ToSTNeT-3）による自己株式の取得に関するお知らせ
2026-08-06,18990,福田組,2026年12月期 第2四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,18990,福田組,業績予想及び配当予想の修正（増配）に関するお知らせ
2026-08-06,18990,福田組,2026年12月期 第2四半期決算説明資料
2026-08-06,18990,福田組,自己株式取得に係る事項の決定に関するお知らせ
2026-08-06,19040,大成温調,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,19250,大和ハウス,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,19250,大和ハウス,2027年３月期業績予想・配当予想の修正に関するお知らせ
2026-08-06,19380,日リーテック,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,19450,東京エネシス,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,19460,トーエネック,2027年3月期 第１四半期決算短信〔日本基準〕（連結）（公認会計士等による期中レビューの完了）
2026-08-06,19630,日揮ＨＤ,業績連動型株式報酬としての自己株式の処分の払込完了に関するお知らせ
2026-08-06,19630,日揮ＨＤ,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ
2026-08-06,19660,高田工業所,令和9年3月期 第1四半期決算短信〔日本基準〕（連結）
2026-08-06,19680,太平電,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,19810,協和日成,2027年３月期第１四半期決算短信〔日本基準〕（非連結）
2026-08-06,19820,日比谷設,株式報酬としての自己株式処分に関するお知らせ
2026-08-06,19820,日比谷設,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,19820,日比谷設,2027年３月期 第１四半期決算説明資料
2026-08-06,19820,日比谷設,2027年３月期 第１四半期FACT BOOK
2026-08-06,20010,ニップン,(株)ニップン 第１四半期連結累計期間の業績および通期連結業績予想
2026-08-06,20010,ニップン,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,20704,Ｎ－三菱ＵＦＪ証ＨＤ,上場ETN（発行者：三菱UFJ証券ホールディングス株式会社）に関する日々の開示事項
2026-08-06,20930,上場Ｔｒ米債０２ラダ,ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,21090,ＤＭ三井製糖,2027年３月期 第１四半期決算短信〔日本基準〕（連結）（公認会計士等による期中レビューの完了）
2026-08-06,21170,ウェルネオシュガー,2027年3月期第1四半期決算短信〔ＩＦＲＳ〕（連結）
2026-08-06,21640,地域新聞社,（開示事項の経過）株主による新株予約権無償割当て差止めの仮処分の申立て却下の決定に関するお知らせ
2026-08-06,216A0,Ｐ－ライフクリエイト,私募債の発行に関するお知らせ
2026-08-06,216A0,Ｐ－ライフクリエイト,資金の借入に関するお知らせ
2026-08-06,21720,インサイト,2026年6月期 決算短信〔日本基準〕（連結）
2026-08-06,21850,シイエム・シイ,2026年9月期第3四半期決算短信〔日本基準〕（連結）
2026-08-06,22010,森永菓,2027年３月期第１四半期決算短信〔日本基準〕（連結）
2026-08-06,22010,森永菓,役員向け業績連動型株式報酬制度の継続に伴う株式報酬としての自己株式処分に関するお知らせ
2026-08-06,22880,丸大食,2027年3月期 第1四半期決算短信〔日本基準〕（連結）
2026-08-06,23450,ＨＯＤＬ１,暗号資産（イーサリアム）保有状況に関するお知らせ（2026年7月末時点）
2026-08-06,24130,エムスリー,2027年３月期 第１四半期決算短信 [IFRS]（連結）
2026-08-06,24130,エムスリー,ストックオプション（新株予約権）の付与に関するお知らせ
2026-08-06,24130,エムスリー,2027年３月期 第１四半期決算説明資料
2026-08-06,24450,タカミヤ,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,24450,タカミヤ,2027年３月期 第１四半期決算説明資料
2026-08-06,25170,ＭＸＳＪリートコア,ＭＡＸＩＳ ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,25330,オエノンＨＤ,2026年12月期 第2四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,25730,北海コカ,2026年12月期 第2四半期(中間期)決算短信〔日本基準〕(連結)
2026-08-06,25870,サントリーＢＦ,2026年12月期 第２四半期（中間期）決算短信〔IFRS〕（連結）
2026-08-06,25870,サントリーＢＦ,2026年12月期 第２四半期（中間期）決算補足説明資料
2026-08-06,25870,サントリーＢＦ,2026年度 第２四半期 決算説明会
2026-08-06,262A0,インターメスティック,2026年7月度(2026年12月期)国内月次売上速報
2026-08-06,26690,カネ美食品,2026年７月度の売上高のお知らせ
2026-08-06,26740,ハードオフ,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,26740,ハードオフ,2027年３月期第１四半期決算補足資料
2026-08-06,26740,ハードオフ,2027年３月期第１四半期 決算説明資料
2026-08-06,26780,アスクル,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ
2026-08-06,26810,ゲオＨＤ,2027年3月期 第1四半期決算短信〔日本基準〕（連結）
2026-08-06,26810,ゲオＨＤ,2027年３月期 第１四半期 決算説明資料
2026-08-06,27000,木徳神糧,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,27000,木徳神糧,2026年12月期第２四半期（中間期） 決算説明資料
2026-08-06,27020,マクドナルド,月次IRニュース
2026-08-06,27220,ＩＫホールディングス,2026年7月度連結月次情報のお知らせ
2026-08-06,27340,サーラ,自己株式の取得状況に関するお知らせ（経過報告）
2026-08-06,27350,ワッツ,2026年８月期７月度 月次売上高対前年同月比及び店舗数推移に関するお知らせ
2026-08-06,28020,味の素,2027年3月期 第1四半期決算短信〔IFRS〕（連結）
2026-08-06,28020,味の素,通期連結業績予想の修正に関するお知らせ
2026-08-06,28020,味の素,味の素(株)による味の素ファインテクノ(株)の吸収合併に関する基本方針についてのお知らせ
2026-08-06,28380,ＭＸ米債７－１０ヘ無,ＭＡＸＩＳ ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,28390,ＭＸ米債７－１０ヘ有,ＭＡＸＩＳ ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,283A0,ＧＸＵＳテック配貴族,ETFの収益分配金見込額のお知らせ
2026-08-06,28430,上場豪債ヘッジあり,ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,28440,上場豪債ヘッジなし,ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,28450,ナスダックヘッジ有,ETFの収益分配金見込額のお知らせ
2026-08-06,28460,ダウヘッジ有,ETFの収益分配金見込額のお知らせ
2026-08-06,28610,上場フランス国債Ｈ無,ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,28620,上場フランス国債Ｈ有,ＥＴＦの収益分配金見込額のお知らせ
2026-08-06,28650,ＧＸＮＤＸカバコ,ETFの収益分配金見込額のお知らせ
2026-08-06,28660,ＧＸ優先証券,ETFの収益分配金見込額のお知らせ
2026-08-06,28680,ＧＸＳＰＸカバコ,ETFの収益分配金見込額のお知らせ
2026-08-06,29190,マルタイ,2027年３月期 第１四半期決算短信〔日本基準〕（非連結）
2026-08-06,29260,篠崎屋,2026年９月期 ７月度月次店舗売上のお知らせ
2026-08-06,29820,ＡＤワークスグループ,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,29820,ＡＤワークスグループ,2026年12月期 第２四半期 決算説明資料
2026-08-06,30020,グンゼ,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ
2026-08-06,300A0,ＭＩＣ,2027年３月期第１四半期決算説明資料
2026-08-06,300A0,ＭＩＣ,2027年３月期第１四半期決算短信〔日本基準〕(非連結)
2026-08-06,300A0,ＭＩＣ,株主優待制度の新設に関するお知らせ
2026-08-06,30240,クリエイト,2027年３月期 第１四半期決算短信[日本基準](連結)
2026-08-06,30240,クリエイト,業績予想及び配当予想並びに中期経営計画の見直しに関するお知らせ
2026-08-06,30280,アルペン,2026年６月期 決算短信〔日本基準〕（連結）
2026-08-06,30460,ＪＩＮＳＨＤ,2026年７月度（2026年８月期）月次売上状況（速報）等について
2026-08-06,30580,三洋堂ＨＤ,2027年3月期7月度の月次売上高前年比及び店舗数について
2026-08-06,30700,Ｇ－ジェリービーンズ,法人向け電気代削減・脱炭素支援の株式会社タンソーマンGXとの業務提携基本協定締結のお知らせ
2026-08-06,30700,Ｇ－ジェリービーンズ,法人向け電気代削減・脱炭素支援の株式会社タンソーマンGXとの業務提携基本協定締結のお知らせ 補足資料
2026-08-06,31010,東洋紡,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,31010,東洋紡,2026年度第1四半期決算説明
2026-08-06,31010,東洋紡,通期連結業績予想および配当予想に関するお知らせ
2026-08-06,31030,ユニチカ,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,31030,ユニチカ,2027年3月期 第1四半期 決算の概要
2026-08-06,31050,日清紡ＨＤ,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,31050,日清紡ＨＤ,決算説明資料2026年12月期第２四半期（中間期）
2026-08-06,31070,ダイワボＨＤ,2027年3月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,31070,ダイワボＨＤ,2027年3月期 第１四半期決算説明資料
2026-08-06,31510,バイタルＫＳＫ,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-06,31670,ＴＯＫＡＩ ＨＤ,2027年３月期 第１四半期決算短信[日本基準]（連結）
2026-08-06,31670,ＴＯＫＡＩ ＨＤ,2027年3月期 第1四半期決算について
2026-08-06,31670,ＴＯＫＡＩ ＨＤ,自己株式取得に係る事項の決定及び自己株式の消却に関するお知らせ
2026-08-06,31670,ＴＯＫＡＩ ＨＤ,株式給付信託（BBT）に係る追加拠出に伴う自己株式の処分に関するお知らせ
2026-08-06,31970,すかいらーくＨＤ,2026年7月度 すかいらーくグループIRレポート
2026-08-06,32410,ウィル,業績予想の修正に関するお知らせ
2026-08-06,32420,アーバネット,2026年６月期 決算短信〔日本基準〕（連結）
2026-08-06,32420,アーバネット,2026年６月期 決算説明会資料
2026-08-06,32420,アーバネット,剰余金の配当（増配）に関するお知らせ
2026-08-06,32420,アーバネット,業績連動型株式報酬制度の一部改定及び継続に関するお知らせ
2026-08-06,32760,ＪＰＭＣ,（訂正）株式会社Amsterdam1及び株式会社Amsterdam2による公開買付届出書の訂正届出書の提出に伴う公開買付開始公告の訂正に関するお知らせ
2026-08-06,32890,東急不ＨＤ,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,32890,東急不ＨＤ,東急不動産ホールディングスグループ主要６事業会社の取締役に対する株式報酬制度における株式取得に係る事項の決定に関するお知らせ
2026-08-06,328A0,ＧＸ価格パワー日株,ETFの収益分配金見込額のお知らせ
2026-08-06,32950,Ｒ－ヒューリックＲＥ,資産運用会社の社内規程（運用ガイドライン）の一部変更に関するお知らせ
2026-08-06,33060,日製麻,株式会社Food Operation Japanの株式の取得（子会社化）に関するお知らせ
2026-08-06,33260,ランシステム,2027年3月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,33550,クリヤマＨＤ,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,33550,クリヤマＨＤ,剰余金の配当（中間配当）に関するお知らせ
2026-08-06,33550,クリヤマＨＤ,従業員持株会に対する譲渡制限付株式付与制度に基づく自己株式処分及び株式付与ＥＳＯＰ信託制度の導入に伴う自己株式処分に関するお知らせ
2026-08-06,33550,クリヤマＨＤ,海外子会社の従業員を対象としたインセンティブ・プランの導入に関するお知らせ
2026-08-06,33840,アークコア,自己株式立会外買付取引(Ｎ－ＮＥＴ３)による自己株式の取得結果及び取得終了に関するお知らせ
2026-08-06,34020,東レ,2027年３月期 第１四半期決算短信〔ＩＦＲＳ〕(連結)
2026-08-06,34020,東レ,2027年3月期第1四半期決算の概要
2026-08-06,34020,東レ,従業員持株会向け譲渡制限付株式インセンティブとしての自己株式の処分に関するお知らせ
2026-08-06,34090,北紡,（訂正）「子会社設立に関するお知らせ」の一部訂正について
2026-08-06,34220,Ｊ－ＭＡＸ,2027年３月期 第１四半期決算短信〔日本基準〕(連結)
2026-08-06,34310,宮地エンジ,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,34310,宮地エンジ,資本コストや株価を意識した経営の実現に向けた対応(2026年度)について
2026-08-06,34310,宮地エンジ,自己株式の取得および自己株式立会外買付取引（ToSTNeT-3）による自己株式の買付けに関するお知らせ
2026-08-06,34340,アルファＣｏ,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-06,34350,サンコーテクノ,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-06,34350,サンコーテクノ,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ
2026-08-06,34360,ＳＵＭＣＯ,2026年12月期 第2四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,34360,ＳＵＭＣＯ,2026年12月期 第2四半期決算説明会資料
2026-08-06,34360,ＳＵＭＣＯ,剰余金の配当（中間配当）に関するお知らせ
2026-08-06,34490,テクノフレックス,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕(連結)
2026-08-06,34490,テクノフレックス,2026年12月期 第２四半期（中間期）決算補足資料
2026-08-06,34770,Ｇ－フォーライフ,2027年３月期第１四半期決算短信〔日本基準〕（非連結）
2026-08-06,34790,Ｇ－ＴＫＰ,自己株式の取得状況および取得終了に関するお知らせ
2026-08-06,34820,ロードスター,株式無償割当てによる１株に満たない端数の処理に伴う自己株式の買取りに関するお知らせ
2026-08-06,34820,ロードスター,2026年12月期 第2四半期(中間期)決算短信〔日本基準〕(連結)
2026-08-06,34820,ロードスター,2026年12月期 第2四半期決算説明資料
2026-08-06,35370,昭栄薬品,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,35380,ウイルプラスＨＤ,（開示事項の経過）当社子会社による事業譲受の完了に関するお知らせ
2026-08-06,35660,Ｇ－ユニネク,2026年12月期第２四半期決算説明資料
2026-08-06,35770,東海染工,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,36340,ソケッツ,2027年３月期 第１四半期決算説明資料
2026-08-06,36340,ソケッツ,2027年３月期 第１四半期 決算短信[日本基準](非連結)
2026-08-06,36560,ＫＬａｂ,営業外収益及び営業外費用の計上に関するお知らせ
2026-08-06,36560,ＫＬａｂ,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕(連結)
2026-08-06,36700,協立情報通信,2027年３月期 第１四半期決算短信〔日本基準〕(非連結)
2026-08-06,36700,協立情報通信,2027年３月期 第１四半期決算説明資料
2026-08-06,36720,オルトプラス,2026年９月期第３四半期決算短信〔日本基準〕(連結)
2026-08-06,36720,オルトプラス,営業外費用（持分法による投資損失）の計上に関するお知らせ
2026-08-06,36760,デジハＨＤ,2027年3月期 第1四半期決算説明資料
2026-08-06,36760,デジハＨＤ,2027年3月期 第1四半期決算短信〔日本基準〕(連結)
2026-08-06,36760,デジハＨＤ,2027年３月期配当予想の修正（無配）及び株主優待制度の廃止に関するお知らせ
2026-08-06,36760,デジハＨＤ,MBOの実施及び応募の推奨のお知らせ
2026-08-06,36760,デジハＨＤ,株式会社デジタルハーツホールディングス（証券コード：3676）に対する公開買付けの開始に関するお知らせ
2026-08-06,36980,ＣＲＩ・ＭＷ,2026年９月期第３四半期決算短信〔日本基準〕(連結)
2026-08-06,36980,ＣＲＩ・ＭＷ,2026年９月期第３四半期決算補足説明資料
2026-08-06,37120,情報企画,2026年９月期 第３四半期決算短信〔日本基準〕（連結）
2026-08-06,37190,ＡＩストーム,非上場の親会社等の決算に関するお知らせ
2026-08-06,37440,サイオス,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕（連結）
2026-08-06,37440,サイオス,2026年12月期 第２四半期（中間期）決算説明資料
2026-08-06,37760,ＢＢタワー,2026年12月期第２四半期（中間期）決算短信〔日本基準〕(連結)
2026-08-06,37960,いい生活,2027年3月期 第1四半期決算短信〔日本基準〕（連結）
2026-08-06,37960,いい生活,2027年3月期 第1四半期 決算説明資料
2026-08-06,38020,エコミック,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,38170,ＳＲＡＨＤ,自己株式の取得状況に関するお知らせ
2026-08-06,381A0,ｉＦ米国債３５Ｈ無,iFreeETFの収益分配金見込額のお知らせ
2026-08-06,382A0,ｉＦ米国債３５Ｈ有,iFreeETFの収益分配金見込額のお知らせ
2026-08-06,38340,朝日ネット,2027年３月期 第１四半期決算短信〔日本基準〕（非連結）
2026-08-06,38340,朝日ネット,2027年３月期 第１四半期 決算説明会資料
2026-08-06,38370,アドソル日進,株式報酬型ストックオプション（新株予約権）の発行内容の確定に関するお知らせ
2026-08-06,38370,アドソル日進,2027年３月期 第１四半期決算説明資料
2026-08-06,38370,アドソル日進,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,38640,三菱紙,2027年３月期 第１四半期決算短信〔日本基準〕（連結）
2026-08-06,38770,中越パル,2027年３月期第１四半期決算短信〔日本基準〕(連結)
2026-08-06,38770,中越パル,2026年度第１四半期 決算説明資料
2026-08-06,38800,大王紙,2027年３月期第１四半期決算短信［日本基準］（連結）
2026-08-06,39010,マークラインズ,2026年12月期 第２四半期（中間期）決算短信〔日本基準〕(連結)
2026-08-06,39010,マークラインズ,2026年12月期 第２四半期（中間期）決算補足説明資料
2026-08-06,39010,マークラインズ,自己株式取得に係る事項の決定に関するお知らせ
2026-08-06,39220,ＰＲＴＩＭＥＳ,有償ストック・オプション（新株予約権）の発行に関するお知らせ
